23,7267,Honda Motor,Tokyo,Consumer Cyclicals,Automobiles & Auto Parts,¥7.65T,6.8x,0.08,"¥1,588",2.7%
24,2914,Japan Tobacco,Tokyo,Consumer Non-Cyclicals,Food & Tobacco,¥7.44T,14.7x,1.86,"¥4,172",0.7%
25,7741,Hoya Cor,Tokyo,Healthcare,Healthcare Equipment & Supplies,¥6.89T,36.1x,1.64,"¥19,940",1.9%
26,4502,Takeda Pharmaceutical,Tokyo,Healthcare,Pharmaceuticals,¥6.86T,44.9x,-0.85,"¥4,317",0.6%
27,6902,Denso Corp.,Tokyo,Consumer Cyclicals,Automobiles & Auto Parts,¥6.75T,20.7x,-3.2,"¥2,319",2.8%
28,7011,Mitsubishi Heavy Industries,Tokyo,Consumer Non-Cyclicals,Consumer Goods Conglomerates,¥6.72T,27.9x,0.62,"¥1,982.50",3.2%
29,4661,Oriental Land Co Ltd,Tokyo,Consumer Cyclicals,Hotels & Entertainment Services,¥6.4T,54.3x,2.43,"¥3,902",0.5%
30,6981,Murata Mfg Co,Tokyo,Technology,Electronic Equipment & Parts,¥5.57T,27.7x,-1.93,"¥2,963.50",2.4%
31,8725,MS&AD Insurance Group Holdings,Tokyo,Financials,Insurance,¥5.3T,11.2x,0.1,"¥3,344",2.8%
32,7182,Japan Post Bank,Tokyo,Financials,Banking Services,¥5.25T,14x,1.06,"¥1,459.50",3.4%
33,6367,Daikin Industries,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",¥5.25T,21.4x,-2.24,"¥17,850",0.7%
34,6146,Disco Corp,Tokyo,Technology,Semiconductors & Semiconductor Equipment,¥4.9T,51.4x,2.34,"¥46,340",2.6%
35,6857,Advantest Corp.,Tokyo,Technology,Semiconductors & Semiconductor Equipment,¥4.83T,59.8x,-2.23,"¥6,560",5.2%
36,6503,Mitsubishi Electric,Tokyo,Consumer Non-Cyclicals,Consumer Goods Conglomerates,¥4.81T,17.4x,0.9,"¥2,387.50",3.7%
37,6178,Japan Post Holdings,Tokyo,Financials,Insurance,¥4.64T,13.3x,-0.48,"¥1,463",2.5%
38,6702,Fujitsu,Tokyo,Technology,Software & IT Services,¥4.6T,17.1x,0.46,"¥2,497.50",1.8%
39,3382,Seven & i Holdings,Tokyo,Consumer Non-Cyclicals,Food & Drug Retailing,¥4.58T,22.7x,-1.03,"¥1,762.50",0.3%
40,7751,Canon,Tokyo,Technology,Office Equipment,¥4.56T,15.8x,0.96,"¥4,696",0.5%
41,4578,Otsuka Holdings Ltd,Tokyo,Healthcare,Pharmaceuticals,¥4.42T,34.6x,-1.37,"¥8,151",0.9%
42,4901,Fujifilm Holdings Corp.,Tokyo,Basic Materials,Chemicals,¥4.31T,17x,2.21,"¥3,561",1%
43,6273,SMC Corp,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",¥4.23T,23.7x,-1.18,"¥66,330",3%
44,8053,Sumitomo Corp.,Tokyo,Industrials,Diversified Industrial Goods Wholesale,¥4.21T,10.8x,-0.36,"¥3,465",2.6%
45,8801,Mitsui Fudosan,Tokyo,Real Estate,Real Estate Operations,¥4.18T,20.2x,-1.88,"¥1,492",1.5%
46,6723,Renesas Electronics Corp,Tokyo,Technology,Semiconductors & Semiconductor Equipment,¥4.18T,14.8x,-0.81,"¥2,453",5.1%
47,8002,Marubeni Corp.,Tokyo,Industrials,Diversified Industrial Goods Wholesale,¥4.17T,8.7x,,"¥2,505",2.7%
48,5108,Bridgestone Corp.,Tokyo,Consumer Cyclicals,Automobiles & Auto Parts,¥4.09T,11.5x,-5.81,"¥5,916",1.4%
49,4543,Terumo Corp.,Tokyo,Healthcare,Healthcare Equipment & Supplies,¥4T,33.7x,1.02,"¥2,699",1.3%
50,8591,Orix T,Tokyo,Financials,Banking Services,¥4T,10.6x,,"¥3,489",2.4%
51,6954,Fanuc Corp.,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",¥3.92T,29.4x,-1.69,"¥4,133",1.4%
52,6762,TDK,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",¥3.79T,21.5x,0.27,"¥9,890",3.1%
53,6301,Komatsu,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",¥3.78T,9.7x,0.68,"¥4,232",3.2%
54,8750,Dai-ichi Life,Tokyo,Financials,Insurance,¥3.75T,10x,0.15,"¥4,201",4.1%
55,6201,Toyota Industries Corp,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",¥3.64T,13.9x,0.61,"¥11,720",3.1%
56,6594,Nidec Corp,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",¥3.59T,29.7x,0.35,"¥6,195",2.3%
57,7269,Suzuki Motor Corp.,Tokyo,Consumer Cyclicals,Automobiles & Auto Parts,¥3.4T,10.4x,0.26,"¥1,744.50",2.3%
58,6701,NEC Corp.,Tokyo,Technology,Software & IT Services,¥3.38T,22x,0.82,"¥12,675",1.4%
59,8630,Sompo Holdings Inc,Tokyo,Financials,Insurance,¥3.32T,7.4x,0.02,"¥3,395",3.6%
60,9022,Central Japan Railway Co.,Tokyo,Industrials,Passenger Transportation Services,¥3.26T,7.7x,0.13,"¥3,312",1.9%
61,5401,Nippon Steel,Tokyo,Basic Materials,Metals & Mining,¥3.11T,5.6x,-0.32,"¥3,291",1.8%
62,4503,Astellas Pharma Inc.,Tokyo,Healthcare,Pharmaceuticals,¥3.07T,141.2x,-1.71,"¥1,711",0.9%
63,9020,East Japan Railway Co.,Tokyo,Industrials,Passenger Transportation Services,¥3.01T,13.1x,0.16,"¥2,660.50",1.8%
64,8802,Mitsubishi Estate,Tokyo,Real Estate,Real Estate Operations,¥2.98T,17.7x,3.32,"¥2,363.50",1.1%
65,4452,Kao Corp.,Tokyo,Consumer Non-Cyclicals,Personal & Household Products & Services,¥2.97T,41.6x,3.88,"¥6,375",0.8%
66,8267,Aeon,Tokyo,Consumer Non-Cyclicals,Food & Drug Retailing,¥2.96T,91.5x,1.5,"¥3,453",0.7%
67,7733,Olympus Corp.,Tokyo,Healthcare,Healthcare Equipment & Supplies,¥2.94T,178.8x,-1.05,"¥2,538.50",2%
68,8113,Unicharm Co,Tokyo,Consumer Non-Cyclicals,Personal & Household Products & Services,¥2.92T,32.3x,1.05,"¥4,985",0.1%
69,8015,Toyota Tsusho Corp.,Tokyo,Industrials,Diversified Industrial Goods Wholesale,¥2.89T,8.4x,0.72,"¥2,725",2.9%
70,4689,LY Corp,Tokyo,Technology,Software & IT Services,¥2.85T,22.1x,-0.67,¥380.60,1.2%
71,9613,NTT Data Corp.,Tokyo,Technology,Software & IT Services,¥2.82T,21.7x,-2.76,"¥2,004",1.5%
72,1925,Daiwa House Industry,Tokyo,Consumer Cyclicals,Homebuilding & Construction Supplies,¥2.81T,8.6x,9.33,"¥4,382",0.1%
73,2802,"Ajinomoto Co., Inc.",Tokyo,Consumer Non-Cyclicals,Food & Tobacco,¥2.8T,33.2x,-4.04,"¥5,519",2.3%
74,1605,Inpex Corp.,Tokyo,Energy,Oil & Gas,¥2.73T,8x,-0.25,"¥2,209",2.8%
75,4307,Nomura Research,Tokyo,Technology,Software & IT Services,¥2.7T,31.8x,1.97,"¥4,709",1.1%
76,6752,Panasonic,Tokyo,Technology,"Computers, Phones & Household Electronics",¥2.66T,8.3x,-0.32,"¥1,139",2.2%
77,2502,Asahi Group Holdings,Tokyo,Consumer Non-Cyclicals,Beverages,¥2.66T,15.1x,34.77,"¥5,235",0.6%
78,6920,Lasertec Corp,Tokyo,Technology,Semiconductors & Semiconductor Equipment,¥2.64T,43.6x,1.47,"¥28,845",1.1%
79,8309,Sumitomo Mitsui,Tokyo,Financials,Banking Services,¥2.63T,23.5x,-0.68,"¥3,684",3.9%
80,7309,Shimano Inc,Tokyo,Consumer Cyclicals,Leisure Products,¥2.49T,45.9x,-0.88,"¥27,900",0.4%
81,3659,Nexon Co Ltd,Tokyo,Technology,Software & IT Services,¥2.47T,35.5x,-0.81,"¥2,995.50",3.1%
82,8604,Nomura,Tokyo,Financials,Investment Banking & Investment Services,¥2.42T,11.6x,0.12,¥850.20,4%
83,6971,Kyocera Corp.,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",¥2.38T,23.2x,-1.94,"¥1,682.50",1.6%
84,6326,Kubota Corp.,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",¥2.37T,9.1x,0.24,"¥2,044.50",1.5%
85,1928,Sekisui House,Tokyo,Consumer Cyclicals,Homebuilding & Construction Supplies,¥2.3T,10.8x,0.37,"¥3,552",1.1%
86,8308,"Resona Holdings, Inc.",Tokyo,Financials,Banking Services,¥2.28T,12.9x,0.96,"¥1,034.50",4.8%
87,9101,Nippon Yusen K.K,Tokyo,Industrials,Freight & Logistics Services,¥2.27T,8.8x,-0.12,"¥5,013",1.7%
88,9503,Kansai Electric Power,Tokyo,Utilities,Electrical Utilities & IPPs,¥2.25T,6x,0.09,"¥2,526.50",2.7%
89,8830,Sumitomo Realty & Development Co.,Tokyo,Real Estate,Real Estate Operations,¥2.24T,11.2x,1.24,"¥4,729",2.5%
90,7532,Pan Pacific Intl,Tokyo,Consumer Cyclicals,Diversified Retail,¥2.23T,25.3x,0.87,"¥3,747",2%
91,5020,Eneos Holdings,Tokyo,Energy,Oil & Gas,¥2.17T,6.7x,0.07,¥754.90,4.1%
92,9843,Nitori Holdings Co Ltd,Tokyo,Consumer Cyclicals,Specialty Retailers,¥2.16T,25.3x,4.22,"¥19,090",-1.4%
93,4684,Obic Co Ltd,Tokyo,Technology,Software & IT Services,¥2.15T,36.3x,2.06,"¥24,410",-0.9%
94,8421,Shinkin Central Bank Pref,Tokyo,Financials,Banking Services,¥2.12T,50.9x,,"¥243,600",-0.1%
95,4612,Nippon Paint Holdings Co Ltd,Tokyo,Basic Materials,Chemicals,¥2.09T,16.7x,0.46,¥891.30,1.4%
96,7270,Subaru Corp,Tokyo,Consumer Cyclicals,Automobiles & Auto Parts,¥2.09T,5.1x,0.07,"¥2,794.50",3.4%
97,4091,Taiyo Nippon Sanso Corp,Tokyo,Basic Materials,Chemicals,¥2.02T,17.9x,0.45,"¥4,653",2.2%
98,9735,Secom,Tokyo,Industrials,Professional & Commercial Services,¥1.99T,20.2x,2.3,"¥9,572",-0%
99,7832,Bandai Namco Holdings Inc,Tokyo,Consumer Cyclicals,Leisure Products,¥1.94T,19x,1.48,"¥2,961",1.4%
100,4755,Rakuten Inc,Tokyo,Technology,Software & IT Services,¥1.93T,-6.7x,-0.15,¥899,3.9%
101,5802,Sumitomo Electric Industries,Tokyo,Consumer Cyclicals,Automobiles & Auto Parts,¥1.9T,10.4x,0.1,"¥2,421",1.6%
102,7936,Asics Corp,Tokyo,Consumer Cyclicals,Textiles & Apparel,¥1.85T,33.6x,0.52,"¥2,532",4.2%
103,4507,Shionogi,Tokyo,Healthcare,Pharmaceuticals,¥1.83T,12.3x,-0.6,"¥6,438",0.2%
104,8697,Japan Exchange Group,Tokyo,Financials,Investment Banking & Investment Services,¥1.83T,30.1x,2.07,"¥3,512",3%
105,9104,Mitsui O.S.K. Lines,Tokyo,Industrials,Freight & Logistics Services,¥1.81T,6.4x,-0.11,"¥5,002",1.3%
106,6869,Sysmex Cor,Tokyo,Healthcare,Healthcare Equipment & Supplies,¥1.68T,32.4x,2.47,"¥2,704.50",0.3%
107,4523,Eisai,Tokyo,Healthcare,Pharmaceuticals,¥1.68T,51.2x,-1.46,"¥5,889",0.9%
108,2503,Kirin Holdings,Tokyo,Consumer Non-Cyclicals,Beverages,¥1.67T,12x,0.21,"¥2,056.50",0.5%
109,2801,Kikkoman Corp.,Tokyo,Consumer Non-Cyclicals,Food & Tobacco,¥1.65T,25.5x,0.46,"¥1,738",1.5%
110,4151,Kyowa Kirin,Tokyo,Healthcare,Pharmaceuticals,¥1.63T,16.8x,0.11,"¥3,099",1.6%
111,6988,Nitto Denko Co,Tokyo,Basic Materials,Chemicals,¥1.61T,12.7x,0.4,"¥11,515",4%
112,9766,Konami Corp.,Tokyo,Technology,Software & IT Services,¥1.6T,24.3x,0.31,"¥11,760",0.9%
113,7202,Isuzu Motors,Tokyo,Consumer Cyclicals,Automobiles & Auto Parts,¥1.59T,8.9x,0.65,"¥2,117.50",1.7%
114,4716,Oracle Corp Japan,Tokyo,Technology,Software & IT Services,¥1.59T,28.8x,4.06,"¥12,460",-0.3%
115,7201,Nissan Motor,Tokyo,Consumer Cyclicals,Automobiles & Auto Parts,¥1.59T,4.7x,0.15,¥448,2.8%
116,2587,Suntory Beverage Food,Tokyo,Consumer Non-Cyclicals,Beverages,¥1.57T,16.9x,0.62,"¥5,085",2.2%
117,8601,Daiwa Securities Group Inc.,Tokyo,Financials,Investment Banking & Investment Services,¥1.52T,12.5x,0.18,"¥1,088.50",1.2%
118,8593,Mitsubishi Ufj Lease Fin Ltd,Tokyo,Financials,Banking Services,¥1.52T,11.8x,1.51,"¥1,060",1.2%
119,5019,Idemitsu Kosan Co Ltd,Tokyo,Energy,Oil & Gas,¥1.45T,5.3x,0.03,"¥1,073",1.8%
120,9107,Kawasaki Kisen Kaisha,Tokyo,Industrials,Freight & Logistics Services,¥1.44T,10.7x,-0.14,"¥2,173",3.4%
121,3407,Asahi Kasei Corp.,Tokyo,Basic Materials,Chemicals,¥1.41T,20.2x,0.12,"¥1,018",2.1%
122,9531,Tokyo Gas,Tokyo,Utilities,Natural Gas Utilities,¥1.4T,12.6x,-0.19,"¥3,563",2%
123,9532,Osaka Gas,Tokyo,Utilities,Natural Gas Utilities,¥1.37T,13.4x,-5.41,"¥3,392",1%
124,4911,Shiseido,Tokyo,Consumer Non-Cyclicals,Personal & Household Products & Services,¥1.37T,135.7x,-1.84,"¥3,455",1.6%
125,7259,Aisin Seiki Ltd,Tokyo,Consumer Cyclicals,Automobiles & Auto Parts,¥1.36T,21.2x,1.74,"¥5,122",2.7%
126,1802,Obayashi Corp.,Tokyo,Industrials,Construction & Engineering,¥1.36T,14.2x,0.49,"¥1,886",1.2%
127,9502,"Chubu Electric Power Co., Inc.",Tokyo,Utilities,Electrical Utilities & IPPs,¥1.33T,4.3x,0.12,"¥1,762",2.1%
128,7701,Shimadzu Corp,Tokyo,Technology,Office Equipment,¥1.33T,23.7x,8.78,"¥4,526",0.8%
129,8795,"T&D Holdings, Inc.",Tokyo,Financials,Insurance,¥1.32T,11.3x,0.07,"¥2,493",3.4%
130,9202,ANA Holdings,Tokyo,Industrials,Passenger Transportation Services,¥1.3T,8.5x,0.32,"¥2,766",0.9%
131,4768,Otsuka Corp,Tokyo,Technology,Software & IT Services,¥1.29T,26x,1.71,"¥3,383",0.7%
132,3092,ZOZO,Tokyo,Consumer Cyclicals,Diversified Retail,¥1.28T,28.9x,3.26,"¥4,297",0.4%
133,7911,Toppan Printing,Tokyo,Industrials,Professional & Commercial Services,¥1.28T,17.2x,0.65,"¥4,164",2.8%
134,9697,Capcom Co Ltd,Tokyo,Technology,Software & IT Services,¥1.28T,35.5x,-1.48,"¥3,034",1.7%
135,9021,West Japan Railway Co.,Tokyo,Industrials,Passenger Transportation Services,¥1.27T,12.6x,0.19,"¥2,702",0.7%
136,9435,Hikari Tsushin Inc,Tokyo,Consumer Cyclicals,Specialty Retailers,¥1.27T,10.2x,0.26,"¥28,845",2.5%
137,5411,"JFE Holdings, Inc.",Tokyo,Basic Materials,Metals & Mining,¥1.25T,7.2x,0.98,"¥1,971.50",2.8%
138,7272,Yamaha Motor Co Ltd,Tokyo,Consumer Cyclicals,Automobiles & Auto Parts,¥1.24T,7.1x,-0.64,"¥1,266",2.3%
139,1812,Kajima Corp.,Tokyo,Industrials,Construction & Engineering,¥1.23T,10.9x,3.33,"¥2,590.50",1.2%
140,3064,MonotaRO,Tokyo,Consumer Cyclicals,Diversified Retail,¥1.2T,50.9x,3.15,"¥2,414",0.5%
141,6479,Minebea Mitsumi,Tokyo,Technology,Electronic Equipment & Parts,¥1.2T,18.8x,-2.37,"¥3,115",5.1%
142,6504,Fuji Electric,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",¥1.2T,15.6x,0.82,"¥8,399",3.2%
143,6586,Makita,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",¥1.19T,24.6x,0.08,"¥4,567",2.9%
144,4188,Mitsubishi Chemical Holdings Corp,Tokyo,Basic Materials,Chemicals,¥1.19T,10.1x,0.39,¥868.50,4.3%
145,6506,Yaskawa Electric Corp.,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",¥1.19T,24.8x,-2.63,"¥4,682",2.5%
146,3402,"Toray Industries, Inc.",Tokyo,Basic Materials,Chemicals,¥1.19T,53x,-0.75,¥749.10,3.3%
147,7912,Dai Nippon Printing,Tokyo,Industrials,Professional & Commercial Services,¥1.15T,10.2x,0.26,"¥4,931",2.3%
148,1801,Taisei Corp.,Tokyo,Industrials,Construction & Engineering,¥1.15T,17.4x,-2.6,"¥6,241",1.4%
149,2897,Nissin Foods Holdings Co Ltd,Tokyo,Consumer Non-Cyclicals,Food & Tobacco,¥1.14T,20.5x,2.1,"¥3,818",1.1%
150,4324,Dentsu Inc.,Tokyo,Consumer Cyclicals,Media & Publishing,¥1.12T,-65.9x,0.43,"¥4,262",0.3%
151,7735,Dainippon Screen Mfg.,Tokyo,Technology,Semiconductors & Semiconductor Equipment,¥1.12T,13.3x,0.21,"¥11,440",3.6%
152,9501,"Tokyo Electric Power Co., Inc.",Tokyo,Utilities,Electrical Utilities & IPPs,¥1.11T,5.1x,0.16,¥694,2.7%
153,7181,Japan Post Insurance,Tokyo,Financials,Insurance,¥1.11T,12.4x,-1.36,"¥2,904",2.9%
154,1878,Daito Trust Construction,Tokyo,Real Estate,Real Estate Operations,¥1.11T,14.1x,0.81,"¥17,105",0.4%
155,3003,Hulic Co Ltd,Tokyo,Real Estate,Real Estate Operations,¥1.09T,11.4x,1.15,"¥1,436.50",1.6%
156,5713,Sumitomo Metal Mining,Tokyo,Basic Materials,Metals & Mining,¥1.08T,18.4x,-0.27,"¥4,080",4.2%
157,8473,SBI Holdings Inc,Tokyo,Financials,Investment Banking & Investment Services,¥1.08T,11.8x,0.27,"¥3,586",2.3%
158,1911,Sumitomo Forestry,Tokyo,Consumer Cyclicals,Homebuilding & Construction Supplies,¥1.07T,9.6x,0.95,"¥5,251",0.7%
159,4704,Trend Micro Inc.,Tokyo,Technology,Software & IT Services,¥1.07T,66x,-1.52,"¥8,255",0.7%
160,6645,Omron Cor,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",¥1.06T,-70.4x,0.59,"¥5,393",1%
161,7550,Zensho Holdings Co Ltd,Tokyo,Consumer Cyclicals,Hotels & Entertainment Services,¥1.05T,34.2x,0.23,"¥6,685",0.2%
162,5803,Fujikura,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",¥1.04T,19.3x,0.66,"¥3,797",6.4%
163,8951,Nippon Building,Tokyo,Real Estate,Residential & Commercial REITs,¥1.04T,26.8x,-1.74,"¥610,000",-0.2%
164,9005,Tokyu Corp.,Tokyo,Industrials,Passenger Transportation Services,¥1.03T,16x,0.11,"¥1,713",1.1%
165,6383,Daifuku Co Ltd,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",¥1.02T,19.2x,1.01,"¥2,728",3.2%
166,4528,Ono Pharmaceutical Ltd,Tokyo,Healthcare,Pharmaceuticals,¥1.01T,8.5x,1.03,"¥2,154.50",0%
167,9042,Hankyu Hanshin Holdings Inc,Tokyo,Industrials,Passenger Transportation Services,¥1.01T,12.9x,0.32,"¥4,224",1.9%
168,9201,Japan Airlines Co,Tokyo,Industrials,Passenger Transportation Services,¥1.01T,11.6x,0.94,"¥2,314.50",1%
169,5201,AGC,Tokyo,Consumer Cyclicals,Homebuilding & Construction Supplies,¥1T,-10.9x,0.06,"¥4,711",2.5%
170,6361,Ebara Corp.,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",¥974.06B,13.5x,0.32,"¥2,120.50",5.3%
171,2875,Toyo Suisan Kaisha Ltd,Tokyo,Consumer Non-Cyclicals,Food & Tobacco,¥969.19B,15.5x,0.2,"¥9,547",1.2%
172,7186,Concordia Financial Group,Tokyo,Financials,Banking Services,¥968.92B,14.1x,0.71,¥875.30,5.2%
173,9143,SG Holdings,Tokyo,Industrials,Freight & Logistics Services,¥946.96B,16.2x,-0.34,"¥1,515",-0.2%
174,2269,Meiji Holdings,Tokyo,Consumer Non-Cyclicals,Food & Tobacco,¥946.04B,18.1x,-0.74,"¥3,450",0.2%
175,6841,Yokogawa Electric Corp.,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",¥929.52B,19.4x,-0.79,"¥3,566",1.8%
176,3099,Isetan Mitsukoshi Holdings,Tokyo,Consumer Cyclicals,Diversified Retail,¥920.56B,14.9x,0.22,"¥2,597.50",5.6%
177,4204,Sekisui Chemical Co Ltd,Tokyo,Consumer Cyclicals,Homebuilding & Construction Supplies,¥916.13B,11.8x,24.1,"¥2,188.50",1.3%
178,6525,Kokusai Electric,Tokyo,,,¥915.56B,23.8x,-0.78,"¥4,070",4.5%
179,8136,Sanrio Co Ltd,Tokyo,Consumer Cyclicals,Specialty Retailers,¥908.66B,40.1x,0.44,"¥3,889",1.1%
180,3088,MatsukiyoCocokara,Tokyo,Consumer Non-Cyclicals,Food & Drug Retailing,¥898.92B,17.7x,0.59,"¥2,222.50",-0%
181,8331,Chiba Bank,Tokyo,Financials,Banking Services,¥895.44B,13.4x,2.48,"¥1,261.50",5.4%
182,9602,Toho,Tokyo,Consumer Cyclicals,Media & Publishing,¥894.86B,18.8x,0.41,"¥5,290",-0.2%
183,2267,Yakult Honsha Co Ltd,Tokyo,Consumer Non-Cyclicals,Food & Tobacco,¥889.72B,17.3x,21.75,"¥2,920.50",-0.3%
184,9719,SCSK Corp,Tokyo,Technology,Software & IT Services,¥874.57B,21x,5.86,"¥2,793.50",2.2%
185,6724,Seiko Epson Cor,Tokyo,Technology,"Computers, Phones & Household Electronics",¥868.26B,16.6x,-0.67,"¥2,633.50",1.6%
186,7013,IHI Corp.,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",¥866.38B,-15.1x,0.06,"¥5,741",4.5%
187,3038,Kobe Bussan Co Ltd,Tokyo,Consumer Non-Cyclicals,Food & Drug Retailing,¥859.85B,36.6x,1.46,"¥3,906",-1.2%
188,2413,M3 Inc,Tokyo,Technology,Software & IT Services,¥843B,19.2x,-1.68,"¥1,237.50",-0.7%
189,2702,McDonald’s Company Japan,Tokyo,Consumer Cyclicals,Hotels & Entertainment Services,¥825.67B,28.7x,0.77,"¥6,200",0%
190,5334,Niterra,Tokyo,Consumer Cyclicals,Automobiles & Auto Parts,¥822.23B,9.6x,0.29,"¥4,258",2.7%
191,7012,Kawasaki Heavy Industries,Tokyo,Consumer Non-Cyclicals,Consumer Goods Conglomerates,¥811.54B,25.6x,-0.5,"¥4,976",2.7%
192,7261,Mazda Motor,Tokyo,Consumer Cyclicals,Automobiles & Auto Parts,¥799.25B,3.5x,0.1,"¥1,263.50",3.1%
193,9024,Seibu Holdings Inc,Tokyo,Industrials,Passenger Transportation Services,¥796.64B,23.6x,-0.5,"¥2,657",1.6%
194,7752,Ricoh,Tokyo,Technology,Office Equipment,¥796.08B,18.5x,-0.8,"¥1,347",2.2%
195,8952,Japan Real Estate,Tokyo,Real Estate,Residential & Commercial REITs,¥776.88B,21.8x,3.84,"¥546,000",-0.4%
196,6967,Shinko Electric Ind Co Ltd,Tokyo,Technology,Semiconductors & Semiconductor Equipment,¥772.87B,38.7x,-0.79,"¥5,713",0.2%
197,8354,"Fukuoka Financial Group, Inc.",Tokyo,Financials,Banking Services,¥768.1B,11.3x,,"¥4,068",3.5%
198,5332,TOTO,Tokyo,Consumer Cyclicals,Homebuilding & Construction Supplies,¥765.7B,18.9x,1.03,"¥4,520",0.8%
199,8439,Century Tokyo Leasing,Tokyo,Financials,Banking Services,¥755.91B,9.7x,0.01,"¥1,548.50",2%
200,6305,Hitachi Construction Machinery Co,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",¥755.31B,8.5x,1.74,"¥3,537",2.3%
201,3283,Nippon Prologis REIT,Tokyo,Real Estate,Residential & Commercial REITs,¥754.58B,30.4x,6.75,"¥266,200",0%
202,3626,TIS,Tokyo,Technology,Software & IT Services,¥754.13B,15.7x,-1.29,"¥3,256",0.2%
203,9962,Misumi Group Inc,Tokyo,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",¥753.69B,23.9x,3.7,"¥2,706.50",1.9%
